[train]: no. 01 ,bandwidth, 95 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.01526784896850586
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.09714031219482422
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.10903668403625488
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.12105488777160645
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 81 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1329641342163086
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.14496254920959473
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.15709853172302246
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.16858577728271484
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 85 ,[Category], shirt ,[Pred], shirt ,[Time], 0.18056178092956543
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.19230079650878906
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.20386576652526855
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.21582365036010742
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.22789478302001953
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2397918701171875
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.251910924911499
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2641305923461914
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.27608466148376465
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.28784751892089844
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.29921674728393555
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3107640743255615
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3227498531341553
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3348376750946045
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3464663028717041
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3586456775665283
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.3704376220703125
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.3825562000274658
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.3946990966796875
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 164 ,[Category], towel ,[Pred], pant ,[Time], 0.4055509567260742
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.4172227382659912
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.42909979820251465
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.4411051273345947
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.45326948165893555
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.4647057056427002
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.47656798362731934
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.48820924758911133
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.4993250370025635
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5111491680145264
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5221946239471436
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5331757068634033
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5450174808502197
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5565886497497559
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5676934719085693
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5789272785186768
[train]: no. 04 ,bandwidth, 45 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5900626182556152
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 41 ,[Category], pant ,[Pred], towel ,[Time], 0.01118779182434082
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.023395776748657227
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03574800491333008
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.04781079292297363
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.05987262725830078
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.0719456672668457
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.0840308666229248
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.09582662582397461
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.1078026294708252
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.11993193626403809
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 81 ,[Category], shirt ,[Pred], pant ,[Time], 0.13083291053771973
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 82 ,[Category], shirt ,[Pred], pant ,[Time], 0.14172124862670898
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 83 ,[Category], shirt ,[Pred], sweater ,[Time], 0.152693510055542
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 84 ,[Category], shirt ,[Pred], pant ,[Time], 0.1636970043182373
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 85 ,[Category], shirt ,[Pred], sweater ,[Time], 0.17485952377319336
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 86 ,[Category], shirt ,[Pred], sweater ,[Time], 0.18590784072875977
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 87 ,[Category], shirt ,[Pred], sweater ,[Time], 0.19695782661437988
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 88 ,[Category], shirt ,[Pred], pant ,[Time], 0.20806670188903809
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 89 ,[Category], shirt ,[Pred], sweater ,[Time], 0.21918606758117676
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 90 ,[Category], shirt ,[Pred], sweater ,[Time], 0.23008179664611816
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.24163365364074707
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.25368738174438477
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2649378776550293
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.27710843086242676
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2890779972076416
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.30046749114990234
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3118476867675781
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3240342140197754
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.33523011207580566
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.347240686416626
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.35828375816345215
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.36937713623046875
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.38056492805480957
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 164 ,[Category], towel ,[Pred], towel ,[Time], 0.3923616409301758
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.4036588668823242
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.41541624069213867
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.4270026683807373
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.4383878707885742
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.4494156837463379
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.46131467819213867
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.4726853370666504
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.48393726348876953
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.4947805404663086
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5057077407836914
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5176172256469727
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5287001132965088
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.540630578994751
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5519838333129883
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.563279390335083
[train]: no. 01 ,bandwidth, 40 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5752851963043213
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.012575626373291016
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.024447917938232422
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03660464286804199
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.048578500747680664
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06049203872680664
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07238316535949707
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.08428049087524414
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.0962982177734375
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.10839962959289551
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.12024259567260742
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 81 ,[Category], shirt ,[Pred], shirt ,[Time], 0.13234806060791016
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.14409327507019043
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.15610551834106445
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.16779279708862305
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 85 ,[Category], shirt ,[Pred], shirt ,[Time], 0.17978787422180176
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1914968490600586
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.20334720611572266
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.21513700485229492
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.22691726684570312
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2381148338317871
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.24920368194580078
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.26062607765197754
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2720823287963867
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2832808494567871
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.29489970207214355
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.30663037300109863
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3185544013977051
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3303496837615967
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3418290615081787
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.35300302505493164
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.3638286590576172
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 162 ,[Category], towel ,[Pred], pant ,[Time], 0.37470412254333496
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 163 ,[Category], towel ,[Pred], pant ,[Time], 0.38579440116882324
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 164 ,[Category], towel ,[Pred], pant ,[Time], 0.3966219425201416
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.40784215927124023
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 166 ,[Category], towel ,[Pred], pant ,[Time], 0.41844677925109863
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 167 ,[Category], towel ,[Pred], pant ,[Time], 0.42920684814453125
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.4402127265930176
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.4514014720916748
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.462310791015625
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.47455716133117676
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.48642778396606445
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.4974203109741211
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5093348026275635
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5213623046875
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5329563617706299
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5449109077453613
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5566213130950928
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5687501430511475
[train]: no. 02 ,bandwidth, 40 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5810403823852539
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.012202024459838867
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.023715496063232422
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03584551811218262
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.047197580337524414
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.058010101318359375
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07018923759460449
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.08117556571960449
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.09256649017333984
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.1039438247680664
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.1151583194732666
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 81 ,[Category], shirt ,[Pred], sweater ,[Time], 0.1261124610900879
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 82 ,[Category], shirt ,[Pred], pant ,[Time], 0.13709402084350586
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.14955425262451172
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.16123533248901367
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 85 ,[Category], shirt ,[Pred], sweater ,[Time], 0.17237281799316406
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1838665008544922
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.19635534286499023
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2074117660522461
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.21930313110351562
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.23188447952270508
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.24347639083862305
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.255673885345459
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.26714134216308594
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2799398899078369
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2921411991119385
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3036181926727295
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.31508708000183105
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3268430233001709
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3394131660461426
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3513679504394531
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.3630859851837158
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.3752150535583496
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.3868284225463867
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 164 ,[Category], towel ,[Pred], towel ,[Time], 0.3997795581817627
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.4117159843444824
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.4232907295227051
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.43535757064819336
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.4470400810241699
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.4591362476348877
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.4718174934387207
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.48311758041381836
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.49521827697753906
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5064749717712402
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 204 ,[Category], tshirt ,[Pred], pant ,[Time], 0.5177676677703857
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5285003185272217
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5408549308776855
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5529813766479492
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.564608097076416
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5769374370574951
[train]: no. 03 ,bandwidth, 40 ,[video_idx], 210 ,[Category], tshirt ,[Pred], pant ,[Time], 0.5876202583312988
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.012300491333007812
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.023716449737548828
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03543353080749512
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.0467991828918457
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.058057308197021484
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.06957626342773438
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.0814516544342041
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.09312844276428223
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.10486841201782227
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.11649298667907715
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 81 ,[Category], shirt ,[Pred], shirt ,[Time], 0.12836146354675293
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.13988089561462402
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.15161943435668945
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.16263890266418457
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 85 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1742091178894043
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.18537497520446777
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.19673657417297363
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.20847177505493164
[train]: no. 04 ,bandwidth, 40 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.22025394439697266
